# FSD50K Dev Needed Files
# Format: fname.wav,echo_class

432101.wav,normal
237542.wav,normal
274406.wav,normal
432102.wav,normal
432105.wav,normal
28650.wav,normal
28649.wav,normal
42988.wav,normal
405481.wav,normal
28648.wav,normal
432104.wav,normal
79866.wav,normal
379755.wav,normal
270918.wav,normal
323426.wav,normal
323427.wav,normal
392668.wav,normal
72223.wav,normal
349403.wav,normal
394152.wav,normal
395463.wav,normal
34820.wav,normal
34822.wav,normal
153095.wav,normal
34824.wav,normal
153096.wav,normal
61461.wav,normal
61462.wav,normal
61464.wav,normal
3099.wav,normal
3106.wav,normal
111650.wav,normal
377382.wav,normal
222247.wav,normal
377383.wav,normal
377386.wav,normal
45101.wav,normal
136237.wav,normal
200751.wav,normal
377389.wav,normal
222260.wav,normal
222261.wav,normal
174134.wav,normal
174135.wav,normal
174136.wav,normal
222267.wav,normal
222271.wav,normal
154687.wav,normal
154691.wav,normal
29776.wav,normal
147024.wav,normal
61522.wav,normal
61523.wav,normal
269905.wav,normal
269906.wav,normal
61526.wav,normal
269907.wav,normal
61528.wav,normal
269910.wav,normal
61530.wav,normal
61531.wav,normal
61533.wav,normal
152679.wav,normal
61544.wav,normal
152680.wav,normal
152686.wav,normal
152689.wav,normal
269941.wav,normal
147064.wav,normal
269946.wav,normal
147077.wav,normal
147085.wav,normal
125594.wav,normal
182442.wav,normal
138922.wav,normal
138928.wav,normal
270009.wav,normal
270010.wav,normal
375493.wav,normal
375496.wav,normal
375497.wav,normal
375499.wav,normal
375509.wav,normal
375511.wav,normal
375514.wav,normal
23551.wav,normal
375518.wav,normal
375519.wav,normal
116965.wav,normal
432869.wav,normal
116967.wav,normal
411365.wav,normal
375528.wav,normal
137452.wav,normal
16255.wav,normal
186615.wav,normal
116985.wav,normal
116987.wav,normal
137468.wav,normal
116993.wav,normal
186629.wav,normal
186630.wav,normal
270085.wav,normal
117001.wav,normal
117003.wav,normal
117006.wav,normal
135950.wav,normal
137999.wav,normal
135951.wav,normal
135952.wav,normal
135953.wav,normal
135954.wav,normal
135955.wav,normal
135957.wav,normal
135956.wav,normal
135960.wav,normal
135963.wav,normal
135964.wav,normal
270108.wav,normal
106782.wav,normal
135967.wav,normal
135966.wav,normal
135969.wav,normal
117026.wav,normal
135972.wav,normal
261413.wav,normal
135973.wav,normal
135974.wav,normal
57130.wav,normal
135979.wav,normal
135983.wav,normal
135985.wav,normal
135987.wav,normal
135988.wav,normal
57141.wav,normal
135990.wav,normal
153399.wav,normal
135992.wav,normal
153401.wav,normal
135994.wav,normal
153400.wav,normal
153404.wav,normal
136004.wav,normal
136005.wav,normal
136007.wav,normal
136010.wav,normal
136016.wav,normal
136017.wav,normal
136019.wav,normal
136021.wav,normal
136023.wav,normal
136024.wav,normal
136026.wav,normal
136027.wav,normal
136032.wav,normal
33122.wav,normal
33123.wav,normal
33124.wav,normal
136036.wav,normal
136037.wav,normal
33127.wav,normal
140648.wav,normal
140649.wav,normal
33130.wav,normal
140650.wav,normal
136041.wav,normal
140653.wav,normal
157545.wav,normal
140655.wav,normal
136045.wav,normal
136047.wav,normal
136048.wav,normal
136049.wav,normal
140660.wav,normal
140661.wav,normal
16245.wav,normal
140663.wav,normal
140664.wav,normal
16246.wav,normal
140666.wav,normal
140667.wav,normal
140668.wav,normal
330107.wav,normal
140670.wav,normal
16248.wav,normal
140672.wav,normal
136057.wav,normal
16250.wav,normal
140675.wav,normal
140676.wav,normal
16253.wav,normal
136062.wav,normal
16254.wav,normal
140680.wav,normal
16257.wav,normal
140682.wav,normal
16259.wav,normal
140684.wav,normal
140685.wav,normal
137612.wav,normal
16262.wav,normal
137616.wav,normal
140688.wav,normal
140689.wav,normal
16260.wav,normal
140692.wav,normal
136088.wav,normal
136090.wav,normal
16263.wav,normal
264615.wav,normal
137643.wav,normal
136111.wav,normal
150468.wav,normal
209865.wav,normal
209866.wav,normal
209870.wav,normal
209873.wav,normal
209874.wav,normal
138707.wav,normal
138714.wav,normal
146912.wav,normal
269798.wav,normal
136170.wav,normal
136178.wav,normal
136181.wav,normal
34806.wav,normal
34807.wav,normal
34810.wav,normal
136191.wav,normal
88433.wav,normal
150465.wav,normal
140674.wav,normal
138913.wav,normal
137637.wav,normal
138950.wav,normal
270071.wav,normal
330136.wav,normal
138937.wav,normal
172056.wav,normal
193591.wav,normal
116348.wav,normal
116349.wav,normal
116350.wav,normal
116351.wav,normal
116352.wav,normal
116353.wav,normal
116354.wav,normal
412803.wav,normal
116355.wav,normal
116356.wav,normal
116357.wav,normal
116358.wav,normal
116359.wav,normal
116360.wav,normal
116361.wav,normal
116362.wav,normal
116363.wav,normal
116364.wav,normal
116365.wav,normal
116366.wav,normal
116367.wav,normal
116368.wav,normal
116369.wav,normal
116370.wav,normal
116372.wav,normal
116373.wav,normal
116374.wav,normal
116375.wav,normal
116376.wav,normal
238745.wav,normal
116378.wav,normal
238747.wav,normal
116380.wav,normal
116381.wav,normal
116382.wav,normal
116383.wav,normal
238750.wav,normal
238751.wav,normal
116384.wav,normal
238746.wav,normal
116379.wav,normal
272038.wav,normal
255678.wav,normal
255679.wav,normal
255681.wav,normal
255682.wav,normal
255683.wav,normal
255684.wav,normal
255685.wav,normal
261830.wav,normal
255686.wav,normal
255687.wav,normal
255689.wav,normal
255690.wav,normal
255691.wav,normal
255693.wav,normal
255688.wav,normal
120547.wav,normal
120548.wav,normal
120549.wav,normal
120550.wav,normal
120551.wav,normal
120552.wav,normal
264937.wav,normal
116371.wav,normal
169754.wav,normal
133422.wav,normal
387922.wav,normal
353129.wav,normal
250231.wav,normal
2453.wav,normal
367006.wav,normal
33187.wav,normal
33188.wav,normal
144843.wav,normal
200709.wav,normal
200712.wav,normal
92169.wav,normal
137224.wav,normal
92176.wav,normal
200721.wav,normal
92178.wav,normal
143378.wav,normal
200724.wav,normal
45078.wav,normal
143384.wav,normal
83993.wav,normal
92186.wav,normal
200731.wav,normal
143391.wav,normal
143392.wav,normal
143393.wav,normal
143397.wav,normal
92197.wav,normal
419878.wav,normal
90152.wav,normal
92202.wav,normal
92203.wav,normal
51247.wav,normal
92221.wav,normal
84033.wav,normal
92228.wav,normal
143428.wav,normal
143433.wav,normal
92234.wav,normal
174158.wav,normal
92246.wav,normal
92255.wav,normal
92257.wav,normal
92258.wav,normal
92260.wav,normal
84069.wav,normal
84073.wav,normal
92266.wav,normal
92267.wav,normal
143468.wav,normal
143467.wav,normal
92270.wav,normal
92271.wav,normal
387186.wav,normal
92276.wav,normal
143478.wav,normal
143479.wav,normal
143480.wav,normal
143483.wav,normal
84099.wav,normal
84102.wav,normal
92295.wav,normal
143496.wav,normal
143497.wav,normal
143498.wav,normal
129160.wav,normal
92306.wav,normal
143507.wav,normal
92310.wav,normal
344216.wav,normal
143512.wav,normal
92314.wav,normal
92315.wav,normal
92313.wav,normal
143521.wav,normal
143533.wav,normal
143539.wav,normal
92352.wav,normal
360674.wav,normal
432389.wav,normal
432391.wav,normal
432392.wav,normal
432393.wav,normal
432395.wav,normal
26900.wav,normal
260380.wav,normal
143662.wav,normal
143664.wav,normal
143665.wav,normal
143673.wav,normal
207170.wav,normal
143689.wav,normal
92494.wav,normal
143695.wav,normal
143700.wav,normal
92500.wav,normal
143703.wav,normal
143353.wav,normal
92529.wav,normal
143734.wav,normal
143737.wav,normal
92538.wav,normal
92544.wav,normal
143745.wav,normal
92546.wav,normal
92545.wav,normal
143748.wav,normal
33153.wav,normal
143750.wav,normal
74118.wav,normal
33155.wav,normal
33161.wav,normal
74122.wav,normal
33163.wav,normal
33165.wav,normal
98707.wav,normal
422292.wav,normal
47509.wav,normal
264599.wav,normal
145815.wav,normal
92571.wav,normal
143772.wav,normal
143775.wav,normal
74145.wav,normal
92577.wav,normal
143785.wav,normal
143788.wav,normal
92593.wav,normal
145848.wav,normal
441.wav,normal
145850.wav,normal
443.wav,normal
420280.wav,normal
444.wav,normal
445.wav,normal
446.wav,normal
145857.wav,normal
74177.wav,normal
74184.wav,normal
145866.wav,normal
145867.wav,normal
143818.wav,normal
145871.wav,normal
143824.wav,normal
41428.wav,normal
145877.wav,normal
41430.wav,normal
41432.wav,normal
145881.wav,normal
143837.wav,normal
143841.wav,normal
145899.wav,normal
143854.wav,normal
107000.wav,normal
145912.wav,normal
145913.wav,normal
145914.wav,normal
143868.wav,normal
152060.wav,normal
143873.wav,normal
143879.wav,normal
152074.wav,normal
152081.wav,normal
152083.wav,normal
143894.wav,normal
145945.wav,normal
152092.wav,normal
145948.wav,normal
145950.wav,normal
377378.wav,normal
152105.wav,normal
145969.wav,normal
375349.wav,normal
145975.wav,normal
375365.wav,normal
152133.wav,normal
375367.wav,normal
145990.wav,normal
152136.wav,normal
152135.wav,normal
145997.wav,normal
145998.wav,normal
264783.wav,normal
146001.wav,normal
264787.wav,normal
211540.wav,normal
146004.wav,normal
152149.wav,normal
146005.wav,normal
146007.wav,normal
211542.wav,normal
146010.wav,normal
152152.wav,normal
146018.wav,normal
375396.wav,normal
375397.wav,normal
94822.wav,normal
375398.wav,normal
94824.wav,normal
152169.wav,normal
94825.wav,normal
152171.wav,normal
152172.wav,normal
375405.wav,normal
375411.wav,normal
152183.wav,normal
152190.wav,normal
146047.wav,normal
375422.wav,normal
375431.wav,normal
152215.wav,normal
256665.wav,normal
375450.wav,normal
375451.wav,normal
152231.wav,normal
152240.wav,normal
152244.wav,normal
152253.wav,normal
152267.wav,normal
152270.wav,normal
152274.wav,normal
142052.wav,normal
152298.wav,normal
142067.wav,normal
142069.wav,normal
35592.wav,normal
142092.wav,normal
338700.wav,normal
338701.wav,normal
142099.wav,normal
142100.wav,normal
142102.wav,normal
35607.wav,normal
35613.wav,normal
142113.wav,normal
82728.wav,normal
82730.wav,normal
142125.wav,normal
82735.wav,normal
142131.wav,normal
142135.wav,normal
142138.wav,normal
142143.wav,normal
142149.wav,normal
84807.wav,normal
84819.wav,normal
84820.wav,normal
35669.wav,normal
142167.wav,normal
35672.wav,normal
176992.wav,normal
176993.wav,normal
84835.wav,normal
142184.wav,normal
84842.wav,normal
267117.wav,normal
338806.wav,normal
142200.wav,normal
142201.wav,normal
84859.wav,normal
142205.wav,normal
84863.wav,normal
84864.wav,normal
84865.wav,normal
84867.wav,normal
142216.wav,normal
142221.wav,normal
142222.wav,normal
232335.wav,normal
13200.wav,normal
13201.wav,normal
13202.wav,normal
13203.wav,normal
13205.wav,normal
13206.wav,normal
142231.wav,normal
13207.wav,normal
13208.wav,normal
142234.wav,normal
13211.wav,normal
13212.wav,normal
13213.wav,normal
13215.wav,normal
209824.wav,normal
13217.wav,normal
13218.wav,normal
142243.wav,normal
13219.wav,normal
209829.wav,normal
142246.wav,normal
142247.wav,normal
13220.wav,normal
13221.wav,normal
142264.wav,normal
142273.wav,normal
142278.wav,normal
160710.wav,normal
142286.wav,normal
158671.wav,normal
142287.wav,normal
15314.wav,normal
158677.wav,normal
209880.wav,normal
265179.wav,normal
209884.wav,normal
173020.wav,normal
265180.wav,normal
424927.wav,normal
209888.wav,normal
265181.wav,normal
39908.wav,normal
193524.wav,normal
209909.wav,normal
13315.wav,normal
146438.wav,normal
13319.wav,normal
146441.wav,normal
13323.wav,normal
146445.wav,normal
150546.wav,normal
142364.wav,normal
142366.wav,normal
142369.wav,normal
142372.wav,normal
111653.wav,normal
3112.wav,normal
111657.wav,normal
146477.wav,normal
146478.wav,normal
142381.wav,normal
72754.wav,normal
142389.wav,normal
150583.wav,normal
150584.wav,normal
146491.wav,normal
150591.wav,normal
150597.wav,normal
150598.wav,normal
150602.wav,normal
150611.wav,normal
146520.wav,normal
146523.wav,normal
35932.wav,normal
146525.wav,normal
146524.wav,normal
144480.wav,normal
146529.wav,normal
144481.wav,normal
144482.wav,normal
29796.wav,normal
144483.wav,normal
144484.wav,normal
144485.wav,normal
146538.wav,normal
150636.wav,normal
146543.wav,normal
150641.wav,normal
142449.wav,normal
150644.wav,normal
142453.wav,normal
146549.wav,normal
56442.wav,normal
150651.wav,normal
56445.wav,normal
56448.wav,normal
142466.wav,normal
146562.wav,normal
142468.wav,normal
146564.wav,normal
142470.wav,normal
142471.wav,normal
142475.wav,normal
146572.wav,normal
146574.wav,normal
142479.wav,normal
142486.wav,normal
150680.wav,normal
142490.wav,normal
142492.wav,normal
150688.wav,normal
142497.wav,normal
146594.wav,normal
150698.wav,normal
150700.wav,normal
142514.wav,normal
150706.wav,normal
146616.wav,normal
277688.wav,normal
144572.wav,normal
91325.wav,normal
144573.wav,normal
150719.wav,normal
146624.wav,normal
142530.wav,normal
146627.wav,normal
144582.wav,normal
142534.wav,normal
146632.wav,normal
150728.wav,normal
144586.wav,normal
146636.wav,normal
144590.wav,normal
146639.wav,normal
142546.wav,normal
146645.wav,normal
144597.wav,normal
150743.wav,normal
146648.wav,normal
419033.wav,normal
150745.wav,normal
150746.wav,normal
142555.wav,normal
144604.wav,normal
146653.wav,normal
142558.wav,normal
144599.wav,normal
150752.wav,normal
419036.wav,normal
150754.wav,normal
146659.wav,normal
150755.wav,normal
144613.wav,normal
150758.wav,normal
144615.wav,normal
146663.wav,normal
144617.wav,normal
146666.wav,normal
146661.wav,normal
144619.wav,normal
146671.wav,normal
212206.wav,normal
212210.wav,normal
212211.wav,normal
146676.wav,normal
142579.wav,normal
142578.wav,normal
150777.wav,normal
144633.wav,normal
150778.wav,normal
142590.wav,normal
150783.wav,normal
99586.wav,normal
150789.wav,normal
144645.wav,normal
150792.wav,normal
150798.wav,normal
144655.wav,normal
144656.wav,normal
144658.wav,normal
199971.wav,normal
144676.wav,normal
144679.wav,normal
199975.wav,normal
199976.wav,normal
44330.wav,normal
199992.wav,normal
199993.wav,normal
144701.wav,normal
199996.wav,normal
144706.wav,normal
200005.wav,normal
200007.wav,normal
142669.wav,normal
142670.wav,normal
144723.wav,normal
34133.wav,normal
142678.wav,normal
34134.wav,normal
200024.wav,normal
200025.wav,normal
144731.wav,normal
34135.wav,normal
144738.wav,normal
200039.wav,normal
200040.wav,normal
144743.wav,normal
142698.wav,normal
245098.wav,normal
144750.wav,normal
142703.wav,normal
261488.wav,normal
144753.wav,normal
200048.wav,normal
144755.wav,normal
152947.wav,normal
200053.wav,normal
249198.wav,normal
200058.wav,normal
99706.wav,normal
144766.wav,normal
142721.wav,normal
200066.wav,normal
200068.wav,normal
142727.wav,normal
144776.wav,normal
144777.wav,normal
200073.wav,normal
144780.wav,normal
142734.wav,normal
200078.wav,normal
200081.wav,normal
208275.wav,normal
142739.wav,normal
200085.wav,normal
144790.wav,normal
142743.wav,normal
239001.wav,normal
239004.wav,normal
144797.wav,normal
142751.wav,normal
36255.wav,normal
144802.wav,normal
36260.wav,normal
200108.wav,normal
200109.wav,normal
142766.wav,normal
142768.wav,normal
142772.wav,normal
200117.wav,normal
15799.wav,normal
142776.wav,normal
142780.wav,normal
200125.wav,normal
200124.wav,normal
200131.wav,normal
142788.wav,normal
136648.wav,normal
26060.wav,normal
200144.wav,normal
208337.wav,normal
200148.wav,normal
208343.wav,normal
269783.wav,normal
200155.wav,normal
208350.wav,normal
142815.wav,normal
142820.wav,normal
142822.wav,normal
142829.wav,normal
77305.wav,normal
142843.wav,normal
142847.wav,normal
208383.wav,normal
142851.wav,normal
142856.wav,normal
118284.wav,normal
118286.wav,normal
142863.wav,normal
200208.wav,normal
118289.wav,normal
200210.wav,normal
142862.wav,normal
200209.wav,normal
171536.wav,normal
118294.wav,normal
200214.wav,normal
142872.wav,normal
50709.wav,normal
208410.wav,normal
245275.wav,normal
50715.wav,normal
50710.wav,normal
142882.wav,normal
415271.wav,normal
200233.wav,normal
200236.wav,normal
50759.wav,normal
269903.wav,normal
269904.wav,normal
372313.wav,normal
142942.wav,normal
142943.wav,normal
142947.wav,normal
142953.wav,normal
142957.wav,normal
269935.wav,normal
372337.wav,normal
46709.wav,normal
128630.wav,normal
142976.wav,normal
142982.wav,normal
83593.wav,normal
142986.wav,normal
142987.wav,normal
142989.wav,normal
269971.wav,normal
161427.wav,normal
165523.wav,normal
143004.wav,normal
143006.wav,normal
91810.wav,normal
91818.wav,normal
323246.wav,normal
91823.wav,normal
270003.wav,normal
143031.wav,normal
143038.wav,normal
143039.wav,normal
143042.wav,normal
143047.wav,normal
143056.wav,normal
91859.wav,normal
143060.wav,normal
323284.wav,normal
323286.wav,normal
323291.wav,normal
91870.wav,normal
270054.wav,normal
143090.wav,normal
81651.wav,normal
143091.wav,normal
81653.wav,normal
81654.wav,normal
81652.wav,normal
270067.wav,normal
83706.wav,normal
83707.wav,normal
91900.wav,normal
81662.wav,normal
81663.wav,normal
83710.wav,normal
143106.wav,normal
81668.wav,normal
143110.wav,normal
83721.wav,normal
81676.wav,normal
83727.wav,normal
81680.wav,normal
81681.wav,normal
83730.wav,normal
270100.wav,normal
81684.wav,normal
81686.wav,normal
151316.wav,normal
143132.wav,normal
143134.wav,normal
50976.wav,normal
270114.wav,normal
143140.wav,normal
143142.wav,normal
200496.wav,normal
423730.wav,normal
200500.wav,normal
270133.wav,normal
143165.wav,normal
44863.wav,normal
44865.wav,normal
200515.wav,normal
143172.wav,normal
382793.wav,normal
200525.wav,normal
143182.wav,normal
200526.wav,normal
83792.wav,normal
200529.wav,normal
382800.wav,normal
143181.wav,normal
200527.wav,normal
382798.wav,normal
83794.wav,normal
83796.wav,normal
259919.wav,normal
83802.wav,normal
200540.wav,normal
143197.wav,normal
83811.wav,normal
83813.wav,normal
